orders_id	First product_name
29115353	11. Baked Ziti Lunch
29115354	Cheese Pizza
29115355	Greek Salad
29115356	Fried Mushrooms
29115357	Caesar Salad
29115358	Breaded Chicken Breast Sub
29115359	Grandma Sicilian Thin Crust Pizza
29115360	Blazin' Chicken Grinder
29115361	Greek Salad
29115362	Traditional Pizza with One Topping
29115363	Cheesy Bread
29115364	Two Specialty Pizza Slice & Soda Lunch
29115365	Iced Tea
29115366	House Special Pizza
29115367	Cheeseburger Wrap
29115368	1. Soda
29115369	Gyro Roll Up
29115370	Chicken Parmigiana Hero
29115371	Boneless Buffalo Chicken Dinner
29115372	Sirloin Tips Dinner
29115373	Calzone
29115374	Chicken Wings
29115375	"Fresh Mozzarella, Tomato, Basil & Olives"
29115376	Cheese Fries
29115377	Pepperoni Roll
29115378	French Fries
29115379	Buffalo Chicken Calzone
29115380	Sicilian Pizza Tuesday Special
29115381	Chicken Cutlet Parmigiana Hero
29115382	Cinnamon Knots
29115383	Cheesesteak Sandwich
29115384	Cheesesteak Pizza
29115385	Garlic Knots
29115386	Linguini with White Clam Sauce
29115387	#4 One Topping Pizza Slice Meal
29115388	Cheese Pizza
29115389	Baja Jalapeno Bacon Burger
29115390	Garlic Knots
29115391	Plain Cheese Pizza
29115392	Grilled Chicken Panini
29115393	Bacon Cheeseburger
29115394	Chicken Alfredo
29115395	Bruschetta Pizza
29115396	Cheeseburger
29115397	Cheese Pizza
29115398	Pepperoni Roll
29115399	Boneless Wings
29115400	Buffalo Chicken Stuffed Pizza Slice
29115401	Pepperoni Pizza
29115402	Garden Salad
29115403	Chicken Quesadilla
29115404	BLT Sub
29115405	Bacon Cheeseburger
29115406	Create Your Own Pizza
29115407	Cheeseburger Sandwich
29115408	Plain Pizza
29115409	BLT Sub
29115410	Chicken Alfredo
29115411	Chicken Fingers
29115412	Buffalo Chicken Salad
29115413	Cheesesteak
29115414	Cheese Pizza
29115415	Chicken Caesar Salad
29115416	Eggplant Parmigiana Sub
29115417	Cheese Pizza
29115418	One Topping Pizza
29115419	Plain Cheese Pizza
29115420	Deluxe Cheesesteak Sub
29115421	Boneless Buffalo Wings
29115422	Cheese Pizza
29115423	Cheese Pizza
29115424	#3 Large Cheese Pizza & Double Order of Wings Special
29115425	French Fries
29115426	WFH Meal
29115427	Sicilian Thick Crust Cheese Pizza
29115428	Italian Cheesesteak Sub
29115429	Chicken Ranch Stromboli
29115430	Chicken Tender Basket
29115431	French Fries
29115432	Calzone
29115433	Alanos Hot Crispy Chicken Sub in Saj Bread
29115434	Combo Pizza
29115435	Chicken Alfredo
29115436	Plain Cheese Pizza
29115437	Chicken Wings
29115438	Cheese Pizza
29115439	Buffalo Chicken Wrap
29115440	Soda
29115441	Cheese Pizza
29115442	Aquafina Water
29115443	Fettuccine Alfredo
29115444	Cheeseburger
29115445	Chicken Fingers & Fries
29115446	Country Sweet Chicken Sub
29115447	Cranberry Walnut Salad
29115448	"#2  18"" Cheese"
29115449	Chef's Salad
29115450	Cheese Pizza
29115451	Soda
29115452	Grilled Chicken Caesar Salad
29115453	Broccoli
29115454	French Fries
29115455	Antipasto Salad
29115456	Cheese Pizza
29115457	Two Large One Topping Pizza For Only $21.99
29115458	Chicken Cutlet Parmesan Sub
29115459	Meat Ravioli Lunch
29115460	Penne Vodka Catering
29115461	Cannoli
29115462	Cheese Pizza
29115463	#23 Grilled Chicken Avocado Wedge
29115464	Classic Margherita Pizza
29115465	Chicken Alfredo Pizza
29115466	Buffalo Chicken Cheesesteak Sandwich
29115467	2 Liter Bottled Soda
29115468	Fried Italian Greens Lunch
29115469	Garlic Knots
29115470	Sicilian Cheese Pizza
29115471	Chef's Salad
29115472	Italian Stromboli
29115473	Boneless Wings
29115474	Clams Posillipo
29115475	Neapolitan Round Pizza
29115476	Grilled Chicken Salad
29115477	Jerk Chicken Burrito
29115478	Chicken & Broccoli Alfredo
29115479	Chicken Parmesan Sub
29115480	Meatless Grinder
29115481	Steak Sub
29115482	Build Your Own Pizza
29115483	Bacon Cheddar Burger
29115484	Antipasto Salad
29115485	Garlic Knots
29115486	Cheese Ravioli
29115487	French Fries
29115488	Meatball Parmigiana Sub
29115489	Cheese Fries
29115490	"Two 14"" Pizzas with Two Topping, Wings, & Soda For Only $33.99"
29115491	Crispy Breaded Chicken Salad
29115492	Regular Cheese Pizza
29115493	Stromboli
29115494	Broccoli Bites
29115495	Sadie Pizza
29115496	The Pizza Roll
29115497	Cheese Pizza
29115498	12'' Beef Cheesesteak Sandwich
29115499	Side of Dressing
29115500	Cajun Chicken Salad
29115501	3 Tender Snack
29115502	Chicken Fingers with Fries
29115503	Buffalo Wings
29115504	Cheese Pizza
29115505	Deluxe Pizza
29115506	Buffalo Chicken Pizza Slice
29115507	The Meatball Parm Classic Grinder
29115508	Cheese Pizza
29115509	Cheese Pizza
29115510	Chips
29115511	Deli Works Delight Wrap
29115512	"Large Pie, Dozen Jumbo Wings & 2 Liter Soda Party Package For $26.95"
29115513	Design Your Own Pie
29115514	Junior Beef Sandwich
29115515	Turkey Sub
29115516	Bar Pie
29115517	Cheese Quesadilla
29115518	Cheese Steak Hero
29115519	"Ham, Salami & Provolone Sub"
29115520	Shore Panini
29115521	Detroit Style Deep Dish Buffalo Ranch Chicken Pizza
29115522	Chicken Wing Sandwich
29115523	Caesar Salad
29115524	Meatlovers Pizza
29115525	Buffalo Wings
29115526	Penne Arrabiata Lunch
29115527	Salad Pizza
29115528	Hearty Nachos
29115529	Slice of Cheese Pizza Lunch
29115530	Chicken Cheese Steak Sub
29115531	Chorizo Pie
29115532	Chicken BBQ Pizza
29115533	Calzone
29115534	Create Your Own Calzone
29115535	Cheese Fries
29115536	Take & Bake Original NY Cheese Pizza
29115537	Cheese Pizza Slice
29115538	Chicken Fingers
29115539	Chicken Parm Sandwich
29115540	Falafel Wrap
29115541	Single Slice Pizza
29115542	BLT Pizza
29115543	Baked Lasagna
29115544	California Cheeseburger
29115545	Chicken Bacon Ranch Pizza
29115546	Mushroom & Swiss Cheesesteak
29115547	Tiramisu
29115548	Chef's Salad
29115549	4. Meatball Sub
29115550	Anthony's Special Pizza
29115551	Buffalo Chicken Wrap
29115552	Chicken Fingers Platter
29115553	Buffalo Wings
29115554	Eggplant Parmigiana Sub
29115555	Plain Cheese Pizza
29115556	Cranberry Spinach Salad
29115557	Triple Decker Turkey Club Special
29115558	Insalata Di Casa Lunch
29115559	Cheese Pizza
29115560	Chicken Parmigiana Roll
29115561	"14 One Topping Pizza, Two 8"" Regular Subs, 2 Fries & 2 Cans Soda For $26.99"
29115562	Buffalo Fingers Dinner
29115563	30. Sicilian Sub
29115564	Chicken Tenderloins
29115565	Italian Margherita Pizza
29115566	Falafel Wrap
29115567	Cheese Fries with Bacon
29115568	House Salad
29115569	Buffalo Chicken Wrap
29115570	Cheese Pizza
29115571	Cheese Pizza Slice
29115572	Hand-Tossed Cheese Pizza
29115573	Round Pizza Pie
29115574	Pizza Steak
29115575	Mozzarella Sticks
29115576	Club Wedgie
29115577	"18"" One Topping Pizza For $10.99"
29115578	House Salad
29115579	Garlic Knots
29115580	Sicilian Thick Crust Cheese Pizza
29115581	Chicken Chunks
29115582	Chicken Salad Sandwich
29115583	Chicken Wings
29115584	Cheese Pizza
29115585	Baked Garlic Bread
29115586	Margherita Wood Fired Pizza
29115587	Grilled Chicken Salad
29115588	Home Fries Breakfast With Onions
29115589	Cheese Pizza
29115590	Wrap
29115591	10 Wings with Fries & Drink Monday & Friday Lunch Special
29115592	Greek Salad
29115593	Cheese Pizza
29115594	Hot Roast Beef Sandwich
29115595	Chicago Style Cheese Sticks & Sauce
29115596	Breaded Rice Ball
29115597	French Fries
29115598	Onion Rings
29115599	Garden Salad
29115600	Gyro
29115601	Chicken Cheesesteak Sub
29115602	Cheese Pizza
29115603	Large 1 Topping Pizza & 2 Liter Soda for $14.99
29115604	Chicken Noodle Soup
29115605	Buffalo Wings
29115606	Grilled Chicken Salad
29115607	Baked Tortellini Alfredo Lunch
29115608	Cheese Pizza
29115609	Baked Garlic Bread
29115610	Supreme Pizza
29115611	Chicken Roll
29115612	Any Pasta Dish Monday-Wednesday Special
29115613	Pizza with Two Toppings
29115614	Tuna Club Sandwich
29115615	Large 1 Topping Pizza & 2 Liter Soda for $14.99
29115616	Build Your Own Pizza
29115617	Garden Salad
29115618	All Meat Pizza
29115619	Mozzarella Sticks
29115620	Cheesesteak Sandwich
29115621	Chicken Wings
29115622	Hand Tossed Pizza
29115623	Cheese Pie
29115624	Chicken Roll
29115625	Chicken Francaise Deep Dish Pizza
29115626	Lemon Chicken Hummus Sandwich
29115627	Cheese Pizza
29115628	Cheese Pizza Slice
29115629	Buffalo Chicken Pizza Slice
29115630	Bacon Cheeseburger
29115631	Garlic Knots
29115632	Fruit Punch
29115633	Breadsticks
29115634	Homemade Tomato Pie
29115635	Garlic Bread
29115636	Grandma Pie Pizza
29115637	BLT Sub
29115638	Cheese Pizza
29115639	"16"" One Topping Pizza & 14 Wings For $19.99"
29115640	Buffalo Wings
29115641	Bacon Cheese Fries
29115642	Cheese Pizza
29115643	Chicken Parmigiana Hero
29115644	Caesar Salad
29115645	Super Italian Sub
29115646	Cheese Pizza
29115647	201.  Mediterranean Pita Roll Up
29115648	Old Bay Fries
29115649	Cheese Pizza
29115650	Cheese Fries
29115651	Chicken Orzo Soup
29115652	Grilled Chicken Parm Sub
29115653	Cheese Pie
29115654	Thin Crust Cheese Pizza
29115655	Baked Ziti Pizza
29115656	Cheese Pizza
29115657	"Bacon, Egg, Cheese Sandwich"
29115658	Cheese Pizza
29115659	Homemade Chicken Noodle Soup
29115660	Harbys Choice Pizza
29115661	Cheese Pizza
29115662	Plain Cheese Pizza
29115663	Cheese Pie
29115664	Plain Cheese Pizza
29115665	Boneless Wings
29115666	Garlic Knots
29115667	Santa Fe Wrap
29115668	Cheese Fries
29115669	Carnitas Cheesesteak
29115670	Margherita Pizza
29115671	Cheesecake
29115672	Cheeseburger Hot Sub
29115673	White Pizza
29115674	Extra Mozzarella Cheese Pizza
29115675	104. All Meat Pizza
29115676	Brooklyn Thin Crust Cheese Pizza
29115677	Six Buffalo Wings Special For $6.99
29115678	Brick's Supreme Pizza
29115679	Cheese Pizza
29115680	Ultimate Cheesesteak Sandwich
29115681	Fried Pickles
29115682	Caesar Salad
29115683	Arugula Sicilian Salad with Chicken
29115684	Homemade Hummus with Lamb & Pita Bread
29115685	Greek Salad with Chicken
29115686	Buffalo Chicken Pizza
29115687	All Half Cold Sandwiches Tuesday Special
29115688	Spaghetti Pomodoro
29115689	Chicken Bacon Ranch Pizza
29115690	Chicken Cheesesteak Sub
29115691	Cheesesteak
29115692	Cinnamon Bread
29115693	Antipasto Salad
29115694	Cheese Pizza
29115695	Pasta with Chicken
29115696	3-Topping Pizza
29115697	Cajun Chicken Cheesesteak
29115698	Kinda Big Dill Pizza
29115699	Bruschetta
29115700	Cheese Steak Hoagie Wrap
29115701	Breaded Boneless Wings
29115702	Neopolitan Round Cheese Pizza
29115703	Blackened Chicken Alfredo over Ziti
29115704	#1. Large Cheese One Topping Pizza & 20 Wings
29115705	Greek Salad
29115706	All Meat Pizza
29115707	Cheese Bread with Sauce
29115708	One Topping Neapolitan Pizza
29115709	French Fries
29115710	Chicken Wings
29115711	Cheese Pizza
29115712	Cheese Pizza
29115713	TJ's Bella Salad
29115714	Chicken Bacon Ranch Pizza
29115715	Boston's Special Pizza
29115716	Deluxe Pizza
29115717	Garden Veggie Pizza
29115718	Greek Pizza
29115719	Italian Sub
29115720	Grilled Chicken Salad
29115721	Cheese Pizza
29115722	Cheese Pizza
29115723	Buffalo Wings
29115724	Sausage Pizza
29115725	Build Your Own Pizza
29115726	8. Grilled Chicken Wrap
29115727	Cheesesteak Sandwich
29115728	Cheese Pizza
29115729	Crispy Buffalo Wings
29115730	6. Veggie Pizza
29115731	One Topping Pizza
29115732	Cheese Pizza Slice
29115733	Shake
29115734	Butterfly Shrimp
29115735	Antipasto Salad
29115736	Vegetable Lover's Pizza with Spinach
29115737	"Two of Any 8'' Sub, Two Orders of Fries & Two 12 oz. Sodas For $18.99"
29115738	5 Boroughs Mixed Shawarma Platter Special
29115739	Cheeseburger Deluxe
29115740	Cheese Pizza
29115741	Cheesesteak
29115742	Cheese Stix
29115743	6. Buffalo Chicken Calzone
29115744	Cheese Pizza
29115745	Margherita Pizza
29115746	Deluxe Pizza
29115747	Mr. Wings Grilled Chicken Salad Special
29115748	Caesar Salad with Grilled Chicken
29115749	Chicken Caesar Wrap
29115750	Chicken Fingers Plate
29115751	Hand Tossed Cheese Pizza
29115752	White Pizza
29115753	"Any Hoagie, Fries & Soda Lunch Special"
29115754	Caesar Salad
29115755	Bringin' the Heat Pizza
29115756	Fountain Soda Pick Up
29115757	Fish & Chips
29115758	Stuffed with Ricotta & Mozzarella Calzone
29115759	All Meat Pizza
29115760	Chef's Salad
29115761	Cheese Pizza
29115762	Cheese Pizza
29115763	Calzone
29115764	Cheese Pizza with One Topping
29115765	"Medium 12"" Two Toppings Pizza Special"
29115766	Mozzarella Pizza
29115767	Ham & Provolone Cold Sub
29115768	Buffalo Wings
29115769	One Large 18'' Cheese Pizza with One Topping Special
29115770	Create Your Own New York Pizza
29115771	Personal 6 Specialty Pizza Lunch
29115772	"One Topping Large Pizza, Large Bread Sticks & 2 Liter Soda Family Special"
29115773	Chicken Roll
29115774	Chicken Caesar Wrap
29115775	Neapolitan Pizza
29115776	Cheese Steak Sub
29115777	Mozzarella Cheese Pizza
29115778	Side Salad
29115779	Chicken Wings Double
29115780	Buffalo Chicken Fingers
29115781	Buffalo Chicken Salad
29115782	Margherita Round Pizza
29115783	Personal Pizza with Two Toppings Pick Up Lunch
29115784	Garlic Knots
29115785	Pepperoni Pizza
29115786	Beef Patty
29115787	Chicken Orzo Soup
29115788	Caesar Salad
29115789	Large Cheese Pizza & Double Order of Wings for $36.71
29115790	Classic Italian Hoagie
29115791	Chicken Caesar Wrap
29115792	Buffalo Chicken Salad
29115793	Plain Cheese Pizza
29115794	Mama's Special Meatball Parm Sub
29115795	Chicken Fingers & Fries
29115796	Cheese Pizza
29115797	Caesar Wrap
29115798	French Fries
29115799	Chicken Bacon Ranch Pizza
29115800	Caesar Salad
29115801	Meatballs Parm Hoagie
29115802	Chicken Cheese Steak
29115803	Pasta with Meatball & Sausage
29115804	Spicy Hawaiian Steak Sub
29115805	Turkey Club Sandwich
29115806	Chicken Hero
29115807	Sicilian Cheese Pizza
29115808	Turkey & Cheese Grinder
29115809	Spicy Hawaiian Steak Sub
29115810	Cheese Pizza
29115811	Steak & Cheese Pita
29115812	Sicilian Sandwich
29115813	Cheese Pizza
29115814	Soda
29115815	Grandma Pizza Slice
29115816	Traditional Cheese Pizza
29115817	Bosco Breadsticks
29115818	Cheeseburger
29115819	Regular Calzone
29115820	Hot Wings
29115821	Cheese Pizza Slice
29115822	Cheese Pizza
29115823	Kingston Fire Wrap
29115824	#7 Ham & Cheese Sub
29115825	Grilled Chicken Burger
29115826	6'' Pizza & Side Salad Lunch
29115827	Cheesesteak
29115828	Buffalo Chicken Wrap
29115829	Plain Cheese Pizza
29115830	Cheese Pizza
29115831	Beef Sub
29115832	Buffalo Wings
29115833	Bone In Chicken Wings
29115834	#11 Any Two Italian Dinners for Only $17.99
29115835	Chicken Murphy Dinner
29115836	Seafood Plate
29115837	Cheese Pizza
29115838	Calzone
29115839	7. Cheese Pizza
29115840	Roast Beef Grinder
29115841	Chicken Tenders
29115842	Breadsticks with Mozzarella Cheese
29115843	Build Your Own Cheese Pizza
29115844	French Fries
29115845	Dolmades
29115846	Carne Pizza
29115847	Crust N' Fire Chicken Wrap
29115848	Plain Pizza
29115849	Build Your Own Stromboli
29115850	Caesar Salad
29115851	Philly Cheesesteak Wrap
29115852	Chicken Parmigiana Stromboli
29115853	Cheesesteak Sub
29115854	800' Pizza
29115855	Chicken Gyro
29115856	1. Philly Cheesesteak
29115857	18''  Neapolitan Round Cheese Pizza
29115858	Cheese Pizza
29115859	Chicken Parmigiana Sandwich
29115860	Crispy Chicken Salad
29115861	Baked Potatoes
29115862	Mear Medley Pizza
29115863	Chicken Cheesesteak Sub
29115864	Penne Vodka Pie
29115865	Tuna Fish Sub
29115866	Steak Tip Salad
29115867	Cheese Pizza
29115868	Cheesesteak Sandwich
29115869	Chicken Parm Pizza
29115870	Margherita Pizza
29115871	Fried Calamari with Marinara Sauce
29115872	Buffalo Wings
29115873	Chicken Cheese Steak Sub
29115874	Chicken Cutlet Club Sandwich
29115875	Tuna Salad Wrap
29115876	Brooklyn Meat Lovers Pizza
29115877	Cheeseburger Sub
29115878	Chicken Caesar Salad
29115879	Steak Philly Sub
29115880	Cheese Steak Hot Hoagie
29115881	Garlic Knots
29115882	Grilled Chicken Caesar Wrap
29115883	Buffalo Chicken Sub
29115884	Cheese Pizza
29115885	Chicken a la Vodka
29115886	Eggplant Parm Pizza
29115887	Cheese Pizza
29115888	Buffalo Chicken Salad
29115889	Cheesesteak Sub
29115890	Cheese Pizza
29115891	Pepperoni Supreme Pizza
29115892	Cheese Pizza Slice
29115893	Cheese Pizza
29115894	Cheese Pizza
29115895	Kid's Grilled Cheese & Fries
29115896	Cheesesteak Hoagie Wrap
29115897	Bacon Cheeseburger
29115898	Buffalo Chicken Pizza
29115899	Calamari with Marinara
29115900	Hamburger Sandwich
29115901	Grilled Chicken Salad
29115902	"#10 Large Pie, Two Cheesesteaks, French Fries, Onion Rings & 2 Liter Soda"
29115903	Chicken Salad
29115904	Caesar Salad
29115905	Caesar Salad
29115906	Cheese Pizza Slice
29115907	Caesar Salad
29115908	Cheese Pizza
29115909	Garlic Bread
29115910	Cheese Pizza
29115911	Large Pizza with Two Toppings & 2 Liter Soda for $10.99
29115912	Mozzarella Sticks
29115913	Cheese Fries
29115914	Chicken Francaise
29115915	Steak Tip Salad
29115916	Mozzarella Sticks
29115917	Philly Cheese Steak Hero
29115918	Ham & Cheese Sandwich
29115919	The Tailgater Pizza
29115920	Cheese Pizza
29115921	Cheesesteak Hot Sandwich
29115922	Battered Onion Rings
29115923	Chicken Cheesesteak Stromboli
29115924	Cheese Pizza
29115925	All Meat Calzone
29115926	Caprese Salad
29115927	Al Pastor Taco
29115928	Steak Tip Salad
29115929	Cheese Pizza
29115930	California Panini
29115931	Chicken Parmigiana Sub
29115932	Cheese Steak Sub
29115933	Soda
29115934	Cheese Pizza
29115935	Chicken Salad
29115936	Greek Salad
29115937	Iced Tea
29115938	Sicilian Pizza
29115939	MYO Pizza
29115940	Santa Fe Wrap
29115941	Fettuccine Alfredo
29115942	Pomodoro Pizza
29115943	Mozzarella Sticks
29115944	Cheese Pizza
29115945	Cannoli
29115946	Chicken Gyro
29115947	Caesar  Pita
29115948	Build Your Own Pizza
29115949	Create Your Own Cheese Pizza
29115950	Buffalo Chicken Sub
29115951	BBQ Chicken Pizza
29115952	Cannolis
29115953	Chicken Tenders Platter
29115954	Mozzarella Stuffed Cheese Pizza
29115955	Buffalo Chicken Sub
29115956	Buffalo Chicken Pizza
29115957	Buffalo Chicken Tender Salad
29115958	Fettuccine Primavera
29115959	Create Your Own New York Pizza
29115960	Seafood Sub
29115961	Cheese Pizza
29115962	Cannoli
29115963	House Salad
29115964	Cheeseburger Club Sandwich
29115965	Chicken Parm Sandwich
29115966	Chicken Wings
29115967	Butter Breaded Mushrooms
29115968	Caesar Salad
29115969	Brick & Mortar Burger
29115970	Bruschetta
29115971	Antipasto Salad
29115972	Yoram Salad
29115973	Caesar Salad with Grilled Chicken
29115974	Two Large Pizza For $19.99
29115975	Brownies
29115976	Cheese Pizza
29115977	Chicken Fingers with Fries
29115978	10 Cheese Pizza Pick Up Special
29115979	Buffalo Chicken Wrap
29115980	French Fries
29115981	Napolitano Cheese Pizza
29115982	BBQ Chicken Sub
29115983	Cheese Pizza
29115984	Hawaiian Pizza
29115985	Cannoli
29115986	Cheeseburger Sub
29115987	Insalata Alla Caffe
29115988	Bread Sticks
29115989	Chicken Souvlaki Wrap
29115990	Plain Pie Special
29115991	Cheese Pizza Slice
29115992	Alfredo Chicken Pizza
29115993	Kid's Grilled Cheese with Fries
29115994	Californa Chicken Cheesesteak Sub
29115995	Baked Beef Ravioli
29115996	Cheese Pizza
29115997	Buffalo Chicken Pizza
29115998	Breadsticks with Mozzarella Cheese
29115999	Grilled Chicken Salad
29116000	Four Topping Pizza Slice
29116001	All Meat Pizza
29116002	26. Chicken Cutlet with Mayo Sub
29116003	Caesar Salad
29116004	"8 Wings, French Fries & Can of Soda"
29116005	Cheese Pizza
29116006	Jalapeno Poppers
29116007	Traditional Crust Original Cheese Pizza
29116008	Hawaiian Pizza
29116009	Cheesesteak Sub
29116010	Beef Melt Sandwich
29116011	Mozzarella Cheese Pizza
29116012	Cheese Pizza
29116013	3. Grilled Chicken Caesar Wrap
29116014	Cheesesteak
29116015	Anthony Panini
29116016	Steak Bomb Sub
29116017	Breaded Wings
29116018	Griled Chicken Bowl
29116019	Regular Cheese Pie
29116020	Chicken Wings
29116021	Large Cheese Pizza & 2 Liter Soda Quarantine Special
29116022	Cheese Pizza Slice
29116023	Cheese Pizza
29116024	Hawaiian Pizza
29116025	Italian Sub
29116026	The Meal Buster Pizza
29116027	Boneless Wings
29116028	Italian Grinder
29116029	Gluten Free Pizza
29116030	Meatball Pizza
29116031	Steak with Mushrooms & Onions Sub
29116032	Pizza with One Topping
29116033	Hand Tossed Cheese Pizza
29116034	Italian Sub
29116035	Jalapeno Burger
29116036	Junior Beef
29116037	Meat Lover's Pizza
29116038	Cannoli
29116039	Cheese Pizza
29116040	Create Your Own Pizza
29116041	Dinner Salad
29116042	Buffalo Tender Salad
29116043	Buffalo Fries
29116044	Cheese Calzone
29116045	Cheese Fries
29116046	Brooklyn Dip Tuesday Special
29116047	Chicken Finger Sub
29116048	Buffalo Chicken Cheesesteak
29116049	Fried Oreos
29116050	Antipasto Salad
29116051	Cheese Steak
29116052	Aquafina Water
29116053	Chicken Cheese Steak Hoagie
29116054	Breaded Chicken Club Sandwich Lunch
29116055	Cheese Steak Sub
29116056	Chicken Caesar Wrap
29116057	Buffalo Salad
29116058	3. Chicago Deep Dish Pizza
29116059	Rattlesnake Pizza
29116060	Create Your Own Calzone
29116061	Chicken Caesar Salad
29116062	Breaded Mushrooms
29116063	Ham & Cheese Stromboli
29116064	Build Your Own Pizza
29116065	Large Cheese Pizza & 2 Liter Soda Quarantine Special
29116066	Chicken Cutlet Hero
29116067	Caesar Salad
29116068	Chicken Wings
29116069	Mozzarella Sticks with Sauce
29116070	Cheeseburger Grinder
29116071	Four Cheese Pizza
29116072	Cheesesteak Sub
29116073	Beef Kabob Over Greek Salad
29116074	Pepper & Egg Sandwich
29116075	Cheesesteak
29116076	Bacon Cheeseburger
29116077	Cheese Pizza
29116078	All Natural Chicken Tenders
29116079	Ala Vodka Round Pie
29116080	Chicken Tenders
29116081	Four Topping Calzone
29116082	Greek Salad
29116083	Garlic Knots
29116084	Broccoli Bites
29116085	7. Padrino Wrap
29116086	Fish & Chips
29116087	Buffalo Finger Salad
29116088	Pizza Sub
29116089	Cheese Pizza
29116090	Cheese Calzone
29116091	Fried Mozzarella Dinner
29116092	Buffalo Bill Pizza
29116093	Beef Philly Cheesesteak Hero
29116094	Greek Salad
29116095	Large Cheese Pizza & 2 Liter Soda Quarantine Special
29116096	Cheese Pizza
29116097	"Large Cheese Pizza, Order of Wings & 2 Liter Coke Only for $20.0"
29116098	Cheese Steak Sub
29116099	Chocolate Peanut Butter Pie
29116100	Cheese Fries
29116101	Primavera Pizza
29116102	Hawaiian Pizza
29116103	Boneless Wings
29116104	Cheesesteak
29116105	Cold Antipasto Salad
29116106	Chicken Parmesan Calzone
29116107	Cheese Pizza
29116108	Buffalo Style Wings
29116109	Prosciutto & Arugula Pizza
29116110	Chicken Ranch Pizza
29116111	BLT Salad
29116112	Kahlua Tiramisu
29116113	Buffalo Bill Pizza
29116114	Pizza Kit
29116115	Build Your Own Cheese Pizza
29116116	Margherita Pizza
29116117	The Williamsburg Hero
29116118	Vince's Specialty Pizza
29116119	Baked Spaghetti
29116120	Garlic Bread
29116121	Create Your Own Pizza
29116122	Boneless Wings
29116123	Boneless Wings
29116124	Cheese Pizza
29116125	Traditional Italian Stromboli
29116126	Long Hots
29116127	Chicken BBQ Pizza
29116128	Fantasy Salad
29116129	Garlic Vocelli Rolls
29116130	Aldo's Supreme Pizza
29116131	Grilled Chicken Caesar Salad
29116132	Pepperoni Pizza Slice
29116133	Hawaiian Pizza
29116134	Cheese Pizza
29116135	Cheesesteak Hero
29116136	Combo Deal Pick Up Special
29116137	Cheese Pizza
29116138	Cheesy Garlic Bread
29116139	Rattlesnake Pizza
29116140	Cheese Pizza
29116141	Linguica Sub
29116142	Hypocrite Pizza
29116143	Caesar Salad
29116144	"20"" Two Toppings Pizza, Breadsticks with Cheese & 2 Liter Soda Deal"
29116145	Buffalo Chicken Grinder
29116146	Blue Cheese Burger
29116147	Large Cheese Pizza & 2 Liter Soda Quarantine Special
29116148	Cheese Steak Sub
29116149	Broccoli Cheddar Bites
29116150	Regular Cheese Pizza
29116151	French Fries
29116152	Create Your Own Pizza
29116153	Steak Tip Salad
29116154	Fresco Crab Pizza
29116155	Cheese Pizza
29116156	Cheese Ravioli
29116157	Buffalo Wings
29116158	Chicken Parmesan Family Special
29116159	Soda
29116160	Broccoli Cheddar Bites
29116161	Neapolitan Round Cheese Pizza
29116162	Buffalo Tails
29116163	Cheesesteak The Works Sandwich
29116164	Meatball Sub
29116165	Beef Patty
29116166	Grilled Chicken Caesar Salad Lunch
29116167	Gyro Wrap
29116168	Penne Vodka  Lunch
29116169	"18"" One Topping Pizza, 10 Wings & 2-Liter Soda For $26.31"
29116170	Loaded Wedges
29116171	16'' One Topping Pizza & 10 wings for $21.50
29116172	Build Your Own Cheese Pizza
29116173	"Medium Cheesesteak Sub, French Fries & 20 oz. Soda Lunch"
29116174	Prosciutto & Arugula Pizza
29116175	House Salad
29116176	Buffalo Wings
29116177	Garlic Knots
29116178	House Salad
29116179	Greek Pizza
29116180	Antipasto Salad Lunch
29116181	Cheese Pizza
29116182	Hawaiian Pizza
29116183	10 Pieces Wings & Fries Lunch
29116184	Buffalo Chicken Pizza
29116185	Antipasto Salad
29116186	Garlic Long Roll
29116187	Bacon Cheeseburger Sandwich
29116188	7. Caesar Salad with Chicken
29116189	Cheese Pizza
29116190	Bacon Cheeseburger
29116191	Chicken Buffalo Pizza
29116192	Cheese Steak Sub
29116193	Caesar Salad
29116194	Moon Light Wrap
29116195	Carr's Special Pizza
29116196	Combo #5 - Any Two Subs & Two Fries only $18.99
29116197	3 Waffles with 2 Eggs Any Style & Any Meat Breakfast
29116198	Italian Salad
29116199	Fried Mac & Cheese Bites
29116200	Fettuccine Primavera
29116201	Cheese Pizza Pie
29116202	Meatball Parmigiana Hero
29116203	Chicken Wings
29116204	Cheese Pizza
29116205	Chicken Parmigiana Calzone
29116206	Mozzarella Sticks
29116207	Build Your Own Burger
29116208	Cheesesteak Sandwich
29116209	Cheese Pizza Slice
29116210	Vegetarian Pizza Slice
29116211	Pizza with One Topping
29116212	Mozzarella Triangles
29116213	Cheese Pizza
29116214	One Topping Cheese Pizza
29116215	Garlic Knots
29116216	Cheese Pizza
29116217	Cheeseburger Deluxe
29116218	Turkey  Hoagie Lunch
29116219	Meat Lovers Pizza
29116220	Chicken Strip Salad
29116221	Cheese Pizza
29116222	Chicken Parmigiana Hot Hero
29116223	Cheese Pizza
29116224	Cheese Pizza
29116225	Chef Salad
29116226	Pizzaroni Sub
29116227	The Holy Cow Wrap
29116228	Bacon Cheeseburger Pizza
29116229	Taco Salad
29116230	Bruno Pizza
